Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2024,144,TN/35/Building/0444/2024 dated 06-08-2024,"M/s. DAC DEVELOPERS PVT LTD, Plot No.New no: 27, Old No: 19, K Block, Flat A1, 1st Main Road, Anna Nagar, Chennai - 600 102, Chennai - 600102, Chennai, Tamil Nadu-","Project Name: DAC AEROPOLIS Registration of  Basement Floor(Parking and Pump room) + Stilt Floor + 4 Floors + 5th Floor (Part)  Residential Building with137 Dwelling units for Affordable Housing with Gym, Association Room, & Indoor Games Room at Shankar Nagar, 32nd  Street, Pammal, Chennai comprised in S.Nos.167/9A and 167/9B of Pammal Village within the limits of Tambaram Municipal Corporation, Chennai District.","Chennai Metropolitan Development Authority issued planning permission in P.P.No.No. OL-00994 vide Letter No. CMDA/PP/NHRB/S/0725/2023 Dated 20/06/2024. The Commissioner, Tambaram City Municipal Corporation issued building permission in B.L.No. 009/BL/2024/01/005/01149, Dated  15/07/2024.",31.07.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/5361b970-3e9e-11ef-a6af-099fa4cc43c1, https://rera.tn.gov.in/public-view2/building/pfirm/2d12e700-3eb4-11ef-bec7-0f55f256164d",
2024,145,TN/16/Building/0445/2024 dated 06-08-2024,"M/s.CS HOUSING PROMOTERS, Door No.10/6, AMMAMANDAPAM ROAD, MAMBALASALAI, SRIRANGAM Village , Taluk.SRIRANGAM, Tiruchirappalli, Tamil Nadu-620006.","Project Name: TIP TOP TOWER Registration of Residential building Stilt + 5 Floors with 30 dwelling units comprised in T.S.No. 2416/7, 2416/8, 2416/9 & 2416/11, Block No: 48, Sriram Nagar , Thimmarayasamuthiram Village, Srirangam Taluk, Tiruchirappalli District.","Joint Director, DTCP Trichy District office issued planning permission in Letter SWP/BPA/101352/2024 dated: 11-03-2024. Assistant Commissioner, Tiruchirappalli Corporation issued building permission in Letter No. 086/BL/2024/00601 Dated: 22-04-2024",15.12.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/a9c26f10-0dfa-11ef-b57a-d133427d8ec7, https://rera.tn.gov.in/public-view2/building/pfirm/eed7b750-3069-11ef-8a86-0d731b8b4aef",
2024,146,TN/11/Building/0446/2024 dated 07-08-2024,"M/s.Elysium Properties India Pvt Ltd, Door No.21, Plot No.B-2, Elysium Towers, ATT Colony, Coimbatore, Tamil Nadu-641018.","Project Name: Elysium Celeste Registration of Promoter's share of flat nos. A4, B5, A6, B7 & A8 comprised of  Stilt + 5 Floors residential building with 9 dwelling units in the land bearing T.S.No. 1084, Ward No. 8, Block No: 29, Coimbatore District.","Coimbatore City Municipal Corporation issued planning permission in Letter No. SWP/BP N0960I612024 dated 26/02/2024. Coimbatore City Municipal Corporation issued building permission in Letter No. 162/BL/2024/03/071/00896, Dated 25/03/2024.",31.05.2031,"https://rera.tn.gov.in/public-view1/building/pfirm/abe3b4e0-1fea-11ef-aa10-0bae87b718ec, https://rera.tn.gov.in/public-view2/building/pfirm/9ec648d0-1ff7-11ef-8614-35ab5fccc1a1",
2024,147,TN/29/Building/0447/2024 dated 14-08-2024,"1. M/s. India Builders (Chennai) Limited,  Tvl. 2. E. Pragadeeswaran, 3. Kalpana, 4. Mohamed Ghouse, 5. R.S.Ananthi,  6. S. Sangeetha,  7. Regi Alex,  8. H. Shanthi, 9. P. Subbulakshmi, 10. M. Subbulakshmi, 11. Padma, 12. Job Christopher, 13. V. Bhagavathi Kannu Pillai, 14. Preethi Venkataraman and 15. L.D.Vasanth, Door No.AA36, 3rd Street, 3rd Main Road,, Anna nagar, Chennai, Tamil Nadu-600040.","Project Name: TEMPLE RESIDENCY Registration of High Rise Residential building consisting of Stilt Floor + 8 floors with 32 dwelling units at Block No.371, Temple Colony, 15th Main Road, Anna Nagar, Chennai - 600 040 comprised in Old Survey No. 207 part, T.S No. 20/2, Block No. 10 of Koyambedu Village, Aminjikarai Taluk, Greater Chennai Corporation, Chennai District.","Chennai Metropolitan Development Authority issued Planning Permission in PP. No. OL-PP/HRB/0010/2024 in Letter No. CMDA/PP/HRB/S/0513/2022, dated 04-04-2024. Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN08/00152/2024, dated 08/04/2024.",31.05.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/d550c040-2958-11ef-9338-63797f4cd453, https://rera.tn.gov.in/public-view2/building/pfirm/11e278a0-2962-11ef-bf45-8b14b3d9fdc6",
2024,148,TN/2/Building/0448/2024 dated 16-08-2024,"M/s.Urban Tree Reha Spaces LLP, Plot No.8, Rutland Gate, 5th Street, Nungambakkam Village , Chennai, Chennai, Tamil Nadu-600006.","Project Name: Bliss by Urban Tree Registration of Stilt Floor + 4 Floors + 5th Floor Part Residential Building with 31 Dwelling Units and Association Room & Gym at 5th Floor at Rajas Garden Main Road, Vanagaram, Chennai, Comprised in Old S.No.213/2 part, 218/1B part, New S.No.213/2A1A1B1 & 218/1B2A of Vanagaram Village, Poonamallee Taluk, Tiruvallur District.","The CMDA issued planning permission No.PP/NHRB/001/2024/A & B in Letter No.CMDA/PP/NHRB/C/0486/2022, Dated 28/02/2024. The Commissioner, Villivakkam Panchayat Union @ Ambattur forwared to the President/Executive Officer, Vanagaram First Grade Panchayat in Lr.No.3024/2024/A3 dated 26/04/2024. The President/Executive Officer, Vanagaram First Grade Panchayat issued building permission in Letter No. Nil dated 29/7/2024.",30.09.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/d15448b0-3dbd-11ef-8b38-877ebfc630a8, https://rera.tn.gov.in/public-view2/building/pfirm/1675ae90-3e94-11ef-9afe-3b9a51396019",
2024,149,TN/29/Building/0449/2024 dated 16-08-2024,"VINOTH BUILDERS, Door No.27, Perambur High Road, Perambur Village , Chennai, Chennai, Tamil Nadu-600 012.","Project Name: VINOTH VENYA Registration of Stilt Floor + 3 Floors Residential Non High Rise Building with 9 Dwelling Units at Plot No.8, Samuel Nagar, Perumal Koil Street, Balwadi Street Extension, Nerkundram, Chennai comprised in S.No.72/1A1B of  Nerkundram Village, Maduravoyal Taluk, within Greater Chennai Corporation limits, Chennai District.","Assistant Executive Engineer, Greater Chennai Corporation issued planning permission in Letter No.  PPA/WDCN11/01462/2024, Dated: 08/04/2024 and  building permission vide Letter No. BA/WDCN11/02295/2024, Dated: 08/04/2024.",31.03.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/a6ae3680-4115-11ef-b399-8314f10ed074, https://rera.tn.gov.in/public-view2/building/pfirm/5e8af2a0-4121-11ef-98b0-d3f1484044f8",
2024,150,TN/35/Building/0450/2024 dated 19-08-2024,"M/s. Asset Tree Homes Represented By Its Partner Thiru. K.Murali, Door No.2, SECOND FLOOR, ZION COMPLEX, PAMMAL MAIN ROAD, PAMMAL, Chennai, Tamil Nadu-600075.","Project Name: ATH ROYAL QUEEN Registration of Stilt Floor + 3 Floors + 4th Floor (Part) + 5th Floor (Part) (Height – 18 m) Residential Building with 32 Dwelling Units (Gym & Association Room at 4th Floor) Affordable Housing at Shankar Nagar 8th Street, 9th Street & 10th Street, Pammal, Chennai comprised in S.No.143/604, T.S.No.1, Block No.8, Ward - K of Pammal Village, Chengalpattu District.","CMDA issued Planning Permission in OL-PP/NHRB/0215/2024 in Letter No. CMDA/PP/NHRB/S/0759/2023, dated 25/05/2024. The Commissioner, Tambaram Corporation, Zone 1 issued building permission in Letter RC No.  009/BL/2024/01/005/01035, dated 27/06/2024.",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/baf11c90-48c2-11ef-bba4-2b128f031b37, https://rera.tn.gov.in/public-view2/building/pfirm/533c4790-48cc-11ef-8d0e-2b6c461ab592",
2024,151,TN/29/Building/0451/2024 dated 19-08-2024,"M/s.SRI KIRTHIKA BUILDERS PVT LTD, 7, Sri Kirthika Chambers, Kondichetty Street, Chennai, Chennai, Tamil Nadu-600041.","Project Name: POLESTAR Registration of Stilt Floor + 2 Floor + 3rd Floor (Part) Residential Building with 9 Dwelling Units at Plot No.6, VOC Street, Kottivakkam, Cheeni, Comprised in Old S.No.278/10A, 278/10B, New S.No.278/10A4A , 278/10B4A of Kottivakkam Village, Sholinganallur Taluk, Chennai District.","The CMDA issued planning permission No.OL-PP/NHRB/0276/2024  in Letter No.CMDA/PP/NHRB/S/0149/2024 dated 07/06/2024. The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN14/00307/2024, Dated 02/07/2024.",01.07.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/f1490ab0-4956-11ef-a9cf-ffda32e908e8, https://rera.tn.gov.in/public-view2/building/pfirm/13a8aae0-495d-11ef-8b55-b70fcb0a6264",
2024,152,TN/29/Building/0452/2024 dated 19-08-2024,"M/s.Urban Tree Real Estate Developers LLP, Door No.8, Rutland Gate, 5th Street, Nungambakkam Village , Chennai, Chennai, Tamil Nadu-600006.","Project Name: Excellence Phase 1 by Urban Tree Registration for Group Housing Development with 2 Blocks; Block 1 - Combined Stilt Floor + 4 floors + 5th floor (Part) Residential building with 61 dwelling units; Block 2 - Combined Stilt Floor + 4 floors + 5th floor (Part) Residential building with 64 dwelling units along with Mechanised Puzzle parking at Stilt floor + First floor (Part), Second floor (Part) and Gym, Games Room and Indoor Games Room; Totally 125 dwelling Units at Manapakkam, Chennai comprised in S.Nos.429 & 456 of Manapakkam Village within the limits of Greater Chennai Corporation, Alandur Taluk, Chennai District.","The CMDA issued Planning Permission No.OL-PP/NHRB/0023/2024 in Letter No.CMDA/PP/NHRB/S/0599/2022, Dated 24-01-2024. The Greater Chennai Corporation issued building permission in Letter No.CEBA/WDCN12/00094/2024, Dated 05/03/2024.",30.09.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/4574e540-2171-11ef-a574-4de9e19c20c0, https://rera.tn.gov.in/public-view2/building/pfirm/ca1a8660-27e2-11ef-942e-b3d55c3bdb8f",
2024,153,TN/29/Building/0453/2024 dated 19-08-2024,"M/s.TRAVENTUREHOMES PRIVATE LIMITED Represented by its Managing Director Thiru. K.R. YUVITH & 2. JAYABHARATHI, Door No.10/13, Kannamal Street, Kannabiran Colony, Saligramam, Taluk.Mambalam, Chennai, Tamil Nadu-600093.","Project Name: LUXE Registration for Stilt Floor + 4 floors + 5th Floor Part Residential Building (Height- 18.30m) with 18 Dwelling Units availing Premium FSI at Plot No.5 Part, 6 & 7, 4th Cross Street, Logaiah Colony, Saligramam, Chennai comprised in Old S.No. 107/1A1A1, 107/2A1A, 107/1B, 107/3, 107/5, 107/6 & 107/72A1A1A1A and T.S.No.29/1, Block No.36 of Saligramam Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0408/2024 in Letter No. CMDA/PP/NHRB/C/0104/2024, dated 05/07/2024. The Executive Engineer (T.P), Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN10/00367/2024, dated 23/07/2024.",31.12.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/a1d3a0b0-4bf0-11ef-8cd0-f14d90632491, https://rera.tn.gov.in/public-view2/building/pfirm/bc83db50-4bfe-11ef-bbf4-23733fbd1a1d",
2024,154,TN/29/Building/0454/2024 dated 20-08-2024,"M/s.Tamil Nadu Urban Habitat Development Board, HLL NAGAR, Tondiorpet, Chennai, Tamil Nadu-600081.","Project Name: KARGIL NAGAR  SCHEME Stilt Floor +0.00 Floors with 300, 300, 300, 300 Survey No. 618 G/3,T.S No. 1/1 , 3/1,dwelling units at comprised in Block No. 08,thiruvottiyur Village Village, thiruvottiyur Taluk, Chennai District.","CMDA issued planning permission in Letter No. C3 (N) /1093/2019-03/05/2024, Dated 03/05/2024. GCC issued building permission in Letter No. CEBA / WDCN01/00338/2024, Dated 12/07/2024.",Completed,"https://rera.tn.gov.in/public-view1/building/pfirm/f9e8db30-4c12-11ef-8abe-17e5f4403df8, https://rera.tn.gov.in/public-view2/building/pfirm/0daebe70-4c17-11ef-9e00-0b73a93102f0",
2024,155,TN/29/Building/0455/2024 dated 20-08-2024,"M/s.Tamil Nadu Urban Habitat Development Board, Srinivasaperumal Koil street, Mylapore, Chennai, Tamil Nadu-600014.","Registration for Stilt (pt)/Ground Floor(pt) + 5th Floors residential building with 32 dwelling units at Periyapalathamman Kovil, Mylapore, Chennai comprised in Rs No: 89/1pt, Block No: 04 of Mylapore Village, Chennai District.",CMDA issued Planning Permission in Lr No: BS1/16523/2022 dated 27.09.2023. Greater Chennai Corporation issued Building Permission in Lr No: CEBA/WDCN/09/00108/2024 dated 13.03.2024.,28.02.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/cf890f20-06bf-11ef-b117-b735c549bed6, https://rera.tn.gov.in/public-view2/building/pfirm/726b60e0-06cb-11ef-83d1-51e9f823d6e1",
2024,156,TN/29/Building/0456/2024 dated 20-08-2024,"A.R.FOUNDATIONS PRIVATE LIMITED, Door No.148, Acropolis Building, Ground Floor, Dr.Radhakrishnan Road, Mylapore, Chennai, Tamil Nadu-600004.","Project Name: AMARA AANYA Registration of High Rise Group Development Residential Building consist of Block No.1: with extended Tripple Basement Floor (Meant for parking) + Stilt Floor part (Meant for parking)/G.Floor part (for Gym) + 1st Floor to 17th Floor with 34 Dwelling units & Swimming Pool at Terrace floor and Block No.2: Stilt Floor (Meant for parking & Association room) + 1st Floor to 5th Floor with 5 Dwelling units. Totally 39 dwelling units, availing Premium FSI with TOD Benefit at Door No.187/121, 191/122, St.Mary’s Road, Alwarpet, Chennai – 600 018, Comprised in R.S.No.3925/5, 3925/22, 3926/1, 3926/4, Block No.86, Mylapore Village, Mylapore Taluk, Chennai District.",CMDA issued planning permission No.OL-PP/HRB/0020/2024 in Letter No.: CMDA/PP/HRB/S/0138/2024 Dated 11/07/2024. Greater Chennai Corporation issued Building permission in Letter No. CEBA/WDCN09/00344/2024 Dated 18/07/2024.,31.01.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/64e337e0-4ca8-11ef-84f0-6528574b77c5, https://rera.tn.gov.in/public-view2/building/pfirm/0375d020-4cae-11ef-97de-0b2ae79b5dea",
2024,157,TN/29/Building/0457/2024 dated 21-08-2024,"M.A.NANDAGOPAL, M.A.SOMANATHAN, K.DHANALAKSHMI, K.BALAJI, K.KARTHIKEYAN, S.JAMBAGALAKSHMI,KCEE HOMES LLP, Flat No.8/19, Door No.8/19, First Floor, KODAMBAKKAM Village , ASHOK NAGAR, Taluk.MAMBALAM, Chennai, Tamil Nadu-600083.","Project Name: KCEE NIVEDITHAM Registration of Stilt Floor + 3 Floors Residential Building with 15 dwelling units at Door No. 47/27 & 48A/28A, Babu Rajendra Prasad Street, West Mambalam, Chennai – 600 033, comprised in Paimash No.34, T.S. No:15/7, 35/3 & 36,Block No. 7 of Mambalam village within the limits of Greater Chennai Corporation, Chennai District.","CMDA issued Planning Permission No. OL-PP/NHRB/0127/2024 in Letter No. CMDA/PP/NHRB/C/0012/2024, Dated 28-03-2024. Greater Chennai Corporation, issued Building Permission in Letter No. CEBA/WDCN10/00161/2024, Dated 26/04/2024.",30.06.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/60357280-3451-11ef-a31b-e56539253bce, https://rera.tn.gov.in/public-view2/building/pfirm/1decf8a0-3486-11ef-9123-47273ceb378c",
2024,158,TN/29/Building/0458/2024 dated 23-08-2024,". R.Pratima (A) Rammohan Pratima (Land owner) , 2. R.Sandilya Venkatesh  (Land owner) , 3. R.Harsha Venkatesh  (Land owner) , 4. P.Bhavani (POA) , 5. M/s. NAVIN BUILDERS (Developer), Door No.802 & 804, Anna Salai , Nandanam, Chennai, Tamil Nadu-600  035.","Project Name: Navin's RP Enclave Registration of Stilt Floor (Parking) + 5 Floors Residential Building  with 30 Dwelling units at Old Door No: 24/25 , New Door No: 64 , Arathoon Road , Royapuram , Chennai - 600 013. Comprised in Old S.No: 2394 Part , R.S.No: 563/1 , Block No: 14 , Ward - 1 of  Tondiarpet  Village , Tondiarpet  Taluk , Chennai District.","The Assistant Planner , CMDA , Chennai has issued the planning permission vide letter No. CMDA/PP/NHRB/N/0244/2024   dated 07.06.2024. The  Executive  Engineer (T.P.) , Greater Chennai Corporation , Chennai has issued building permission vide letter No. CEBA/WDCN05/00268/2024 dated 24.06.2024.",31.12.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/f9b03e10-3f76-11ef-9140-e9bd7b0fdd1f, https://rera.tn.gov.in/public-view2/building/pfirm/04941fc0-4292-11ef-a411-1d59283ad584",
2024,159,TN/35/Building/0459/2024 dated 27-08-2024,"M/s. DRA AADITHYA SOUTH CITY PROJECTS PVT LTD, New Door No .109 ,111 & 113 , Old Door No.76/1 , 77 & 78 ,  Lloyds Road , Avvai Shanmugam Salai , Royapettah, Chengalpattu, Tamil Nadu-600 014.","Project Name: DRA BEENA CLOVER Registration for Residential Group Housing Development with 4 Blocks ; Block 1 – Basement Floor (Part) + Stilt Floor + 5 Floors  with 67 Dwelling Units (Gymnasium , Indoor Games Room and Association Room in 1st Floor) , Block 2 – Basement Floor (Part) + Stilt Floor + 5 Floors  with 70 Dwelling Units , Block 3 – Stilt Floor + 5 Floors with 40 Dwelling Units , Block 4 – Stilt Floor + 5 floors  with 40 Dwelling Units and by totally 217 Dwelling Units  at Shrudhi Sai Nagar Main Road , Madambakkam , Chennai. Comprised in Old S.Nos.771/1A , 771/2A , New S.No.771/2A1 of Madambakkam Village ,  Tambaram  Taluk , Chengalpattu District.","The  Assistant Planner , CMDA , Chennai has issued planning permission vide letter No. CMDA/PP/NHRB/S/0829/2023  dated 11.06.2024. The  Commissioner , Tambaram City Municipal Corporation has issued building permission vide letter No. 009/BL/2024/05/068/01224 dated 27.07.2024.",30.06.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/ce484440-3e82-11ef-b55f-670d61a4bef1, https://rera.tn.gov.in/public-view2/building/pfirm/3633f5d0-3f47-11ef-8c93-21e5f54a1dff",
2024,160,TN/29/Building/0460/2024 dated 03-09-2024,"RAMANIYAM REAL ESTATES PRIVATE LIMITED, Door No.14/67, Third Main Road, Gandhi Nagar, Adyar, Chennai, Tamil Nadu-600020.","Project Name: MANASA RAMANIYAM Registration of Developer share flat Nos. 102, 104, 106 in 1st Floor, 202, 206 in second floor, 302,306 in 3rd floor, 402,406 in 4th floor, 502,504,506 in 5th floor, 602,604 in 6th floor, 704 in 7th floor, 804,806 in 8th floor 901,902,903,904,906 in 9th floor( Total-22 flats) in Extended Basement floor + Stilt floor + 9 floors Residential Building with 54 dwelling units at Block No. 400 to 403, Manasa Apartment, Second Avenue, Anna Nagar, Chennai in old S.No. 207 (pt) T.S.No. 91, Block No. 17 of Koyambedu Village, withih the limit of Greater Chennai Corporation Chennai District.","The Member Secretary, CMDA issued Planning permission in CMDA/PP/HRB/S/0268/2022 dated 16/05/2024. The Executive Engineer (T.P), Greater Chennai Corporation issued Building permission in Letter No. CEBA/WDCN08/00217/2024 dated 27/05/2024.",31.07.2032,"https://rera.tn.gov.in/public-view1/building/pfirm/57d0d720-4dc1-11ef-be29-d3cfa6c222cd, https://rera.tn.gov.in/public-view2/building/pfirm/fa2d1a40-4e97-11ef-a212-299ae08807d8",
2024,161,TN/35/Building/0461/2024 dated 03-09-2024,"PURAVANKARA LIMITED, #33, Second Street, South Beach Avenue, MRC Nagar, RA Puram, Chennai, Chennai, Tamil Nadu-600028.","Project Name: PROVIDENT BAYSCAPE Registration for Stilt Floor + 18 Floors Residential Building with 676 dwelling units comprised in  S.No. 299/1A1, 1B, 2A1, 2B1, 3B1, 3C1, 4B, 301/1A, 2A and 301/3A of Sattankuppam Village and S.No. 612B/2 of Padur Village, Kelambakkam Panchayat, Thiruporur Panchayat union, Vandalur Taluk, Chengalpattu District.","The Assistant Director, T&CP issued planning permission SWP/B.P/M.L.P.A(CD-5) NO. 13/2024 in Letter No.SWP/BPA/007363/2023 dated 30/01/2024. The President, Kelambakkam Panchayat issued Building permission in Resolution No. 25 vide Letter No.12/2024-25 dated 05/07/2024  & The President, Padur First Grade Panchayat issued Building permission in Resolution No.208 vide Letter RC.No. 05/2024 dated 06/07/2024.",05.08.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/3a22a260-3eec-11ef-887b-2d3102b021fc, https://rera.tn.gov.in/public-view2/building/pfirm/b912a450-3ef1-11ef-aa66-694613e73bfb",
2024,162,TN/29/Building/0462/2024 dated 03-09-2024,"EXECUTIVE ENGINEER, T P Chatram, Chennai, Chennai, Tamil Nadu-600010.","Project Name: Vembuliamman Kovil Street Registration for Stilt Floor +9 Floors High Rise Residential building with 189 EWS Tenements(1 Dwelling unit used for refuge area at 7 floor) abutting Harrington Road, Chetpet, Chennai, comprised at T.S.No.238part, Block No. 16, Egmore Village, Chennai District.","CMDA issued planning permission in Letter No. C3(N)/18726/2022, Dated 28/07/2023. Greater Chennai Corporation issued building permission in Letter No. CEBA/WDCN08/00117/2024, Dated 14/03/2024.",17.06.2025,"https://rera.tn.gov.in/public-view1/building/pfirm/d460a550-3515-11ef-9145-a5437c2a7f12, https://rera.tn.gov.in/public-view2/building/pfirm/8f1f88c0-37a0-11ef-8582-371ec40b3279",
